Country	VType	Date	Total
Rusia	Acumulado en lo que va de año	2016-04	190.814
Rusia	Acumulado en lo que va de año	2016-03	135.969
Rusia	Acumulado en lo que va de año	2016-02	93.969
Rusia	Acumulado en lo que va de año	2016-01	59.514
Rusia	Acumulado en lo que va de año	2015-12	""
Rusia	Acumulado en lo que va de año	2015-11	""
Rusia	Acumulado en lo que va de año	2015-10	""
Rusia	Tasa de variación acumulada	2020-09	.
Rusia	Tasa de variación acumulada	2020-08	.
Rusia	Tasa de variación acumulada	2020-07	.
Rusia	Tasa de variación acumulada	2020-06	.
Rusia	Tasa de variación acumulada	2020-05	-66,56
Rusia	Tasa de variación acumulada	2020-04	-51,27
Rusia	Tasa de variación acumulada	2020-03	-29,50
Rusia	Tasa de variación acumulada	2020-02	-5,01
Rusia	Tasa de variación acumulada	2020-01	-3,58
Rusia	Tasa de variación acumulada	2019-12	7,05
Rusia	Tasa de variación acumulada	2019-11	8,09
Rusia	Tasa de variación acumulada	2019-10	8,53
Rusia	Tasa de variación acumulada	2019-09	7,89
Rusia	Tasa de variación acumulada	2019-08	9,27
Rusia	Tasa de variación acumulada	2019-07	11,53
Rusia	Tasa de variación acumulada	2019-06	13,83
Rusia	Tasa de variación acumulada	2019-05	17,42
Rusia	Tasa de variación acumulada	2019-04	10,49
Rusia	Tasa de variación acumulada	2019-03	9,07
Rusia	Tasa de variación acumulada	2019-02	0,58
Rusia	Tasa de variación acumulada	2019-01	-1,98
Rusia	Tasa de variación acumulada	2018-12	6,74
Rusia	Tasa de variación acumulada	2018-11	6,23
Rusia	Tasa de variación acumulada	2018-10	6,35
Rusia	Tasa de variación acumulada	2018-09	5,86
Rusia	Tasa de variación acumulada	2018-08	5,33
Rusia	Tasa de variación acumulada	2018-07	6,08
Rusia	Tasa de variación acumulada	2018-06	10,90
Rusia	Tasa de variación acumulada	2018-05	9,57
Rusia	Tasa de variación acumulada	2018-04	9,26
Rusia	Tasa de variación acumulada	2018-03	9,18
Rusia	Tasa de variación acumulada	2018-02	7,23
Rusia	Tasa de variación acumulada	2018-01	7,12
Rusia	Tasa de variación acumulada	2017-12	14,48
Rusia	Tasa de variación acumulada	2017-11	14,49
Rusia	Tasa de variación acumulada	2017-10	14,00
Rusia	Tasa de variación acumulada	2017-09	14,96
Rusia	Tasa de variación acumulada	2017-08	14,60
Rusia	Tasa de variación acumulada	2017-07	16,82
Rusia	Tasa de variación acumulada	2017-06	14,31
Rusia	Tasa de variación acumulada	2017-05	14,25
Rusia	Tasa de variación acumulada	2017-04	17,73
Rusia	Tasa de variación acumulada	2017-03	15,78
Rusia	Tasa de variación acumulada	2017-02	15,06
Rusia	Tasa de variación acumulada	2017-01	6,66
Rusia	Tasa de variación acumulada	2016-12	1,81
Rusia	Tasa de variación acumulada	2016-11	1,43
Rusia	Tasa de variación acumulada	2016-10	2,51
Rusia	Tasa de variación acumulada	2016-09	0,83
Rusia	Tasa de variación acumulada	2016-08	0,99
Rusia	Tasa de variación acumulada	2016-07	1,72
Rusia	Tasa de variación acumulada	2016-06	0,39
Rusia	Tasa de variación acumulada	2016-05	1,92
Rusia	Tasa de variación acumulada	2016-04	5,26
Rusia	Tasa de variación acumulada	2016-03	4,25
Rusia	Tasa de variación acumulada	2016-02	5,17
Rusia	Tasa de variación acumulada	2016-01	-1,54
Rusia	Tasa de variación acumulada	2015-12	""
Rusia	Tasa de variación acumulada	2015-11	""
Rusia	Tasa de variación acumulada	2015-10	""
Suiza 	Dato base	2020-09	18.381
Suiza 	Dato base	2020-08	47.578
Suiza 	Dato base	2020-07	83.860
Suiza 	Dato base	2020-06	3.610
Suiza 	Dato base	2020-05	0
Suiza 	Dato base	2020-04	0
Suiza 	Dato base	2020-03	37.661
Suiza 	Dato base	2020-02	85.080
Suiza 	Dato base	2020-01	76.210
Suiza 	Dato base	2019-12	88.968
Suiza 	Dato base	2019-11	91.331
Suiza 	Dato base	2019-10	210.047
Suiza 	Dato base	2019-09	199.550
Suiza 	Dato base	2019-08	196.316
Suiza 	Dato base	2019-07	247.378
Suiza 	Dato base	2019-06	190.718
Suiza 	Dato base	2019-05	131.098
Suiza 	Dato base	2019-04	175.457
Suiza 	Dato base	2019-03	114.059
Suiza 	Dato base	2019-02	88.945
Suiza 	Dato base	2019-01	78.000
Suiza 	Dato base	2018-12	96.415
Suiza 	Dato base	2018-11	106.684
Suiza 	Dato base	2018-10	200.112
Suiza 	Dato base	2018-09	211.919
Suiza 	Dato base	2018-08	179.311
Suiza 	Dato base	2018-07	273.581
Suiza 	Dato base	2018-06	159.264
Suiza 	Dato base	2018-05	191.905
Suiza 	Dato base	2018-04	176.900
Suiza 	Dato base	2018-03	108.945
Suiza 	Dato base	2018-02	85.915
Suiza 	Dato base	2018-01	92.196
Suiza 	Dato base	2017-12	94.798
Suiza 	Dato base	2017-11	105.400
Suiza 	Dato base	2017-10	249.547
Suiza 	Dato base	2017-09	203.617
Suiza 	Dato base	2017-08	218.783
Suiza 	Dato base	2017-07	276.514
Suiza 	Dato base	2017-06	195.246
Suiza 	Dato base	2017-05	173.210
Suiza 	Dato base	2017-04	216.142
Suiza 	Dato base	2017-03	115.620
Suiza 	Dato base	2017-02	114.652
Suiza 	Dato base	2017-01	95.671
Suiza 	Dato base	2016-12	91.721
Suiza 	Dato base	2016-11	98.907
Suiza 	Dato base	2016-10	211.558
Suiza 	Dato base	2016-09	169.488
Suiza 	Dato base	2016-08	164.190
Suiza 	Dato base	2016-07	236.705
Suiza 	Dato base	2016-06	169.307
Suiza 	Dato base	2016-05	153.471
Suiza 	Dato base	2016-04	153.333
Suiza 	Dato base	2016-03	101.243
Suiza 	Dato base	2016-02	75.023
Suiza 	Dato base	2016-01	78.534
Suiza 	Dato base	2015-12	81.370
Suiza 	Dato base	2015-11	91.820
Suiza 	Dato base	2015-10	181.527
Suiza 	Tasa de variación anual	2020-09	-90,79
Suiza 	Tasa de variación anual	2020-08	-75,76
Suiza 	Tasa de variación anual	2020-07	-66,10
Suiza 	Tasa de variación anual	2020-06	-98,11
Suiza 	Tasa de variación anual	2020-05	-100,00
Suiza 	Tasa de variación anual	2020-04	-100,00
Suiza 	Tasa de variación anual	2020-03	-66,98
Suiza 	Tasa de variación anual	2020-02	-4,35
Suiza 	Tasa de variación anual	2020-01	-2,29
Suiza 	Tasa de variación anual	2019-12	-7,72
Suiza 	Tasa de variación anual	2019-11	-14,39
Suiza 	Tasa de variación anual	2019-10	4,96
Suiza 	Tasa de variación anual	2019-09	-5,84
Suiza 	Tasa de variación anual	2019-08	9,48
Suiza 	Tasa de variación anual	2019-07	-9,58
Suiza 	Tasa de variación anual	2019-06	19,75
Suiza 	Tasa de variación anual	2019-05	-31,69
Suiza 	Tasa de variación anual	2019-04	-0,82
Suiza 	Tasa de variación anual	2019-03	4,69
Suiza 	Tasa de variación anual	2019-02	3,53
Suiza 	Tasa de variación anual	2019-01	-15,40
Suiza 	Tasa de variación anual	2018-12	1,71
Suiza 	Tasa de variación anual	2018-11	1,22
Suiza 	Tasa de variación anual	2018-10	-19,81
Suiza 	Tasa de variación anual	2018-09	4,08
Suiza 	Tasa de variación anual	2018-08	-18,04
Suiza 	Tasa de variación anual	2018-07	-1,06
Suiza 	Tasa de variación anual	2018-06	-18,43
Suiza 	Tasa de variación anual	2018-05	10,79
Suiza 	Tasa de variación anual	2018-04	-18,16
Suiza 	Tasa de variación anual	2018-03	-5,77
Suiza 	Tasa de variación anual	2018-02	-25,06
Suiza 	Tasa de variación anual	2018-01	-3,63
Suiza 	Tasa de variación anual	2017-12	3,36
Suiza 	Tasa de variación anual	2017-11	6,56
Suiza 	Tasa de variación anual	2017-10	17,96
Suiza 	Tasa de variación anual	2017-09	20,14
Suiza 	Tasa de variación anual	2017-08	33,25
Suiza 	Tasa de variación anual	2017-07	16,82
Suiza 	Tasa de variación anual	2017-06	15,32
Suiza 	Tasa de variación anual	2017-05	12,86
Suiza 	Tasa de variación anual	2017-04	40,96
Suiza 	Tasa de variación anual	2017-03	14,20
Suiza 	Tasa de variación anual	2017-02	52,82
Suiza 	Tasa de variación anual	2017-01	21,82
Suiza 	Tasa de variación anual	2016-12	12,72
Suiza 	Tasa de variación anual	2016-11	7,72
Suiza 	Tasa de variación anual	2016-10	16,54
Suiza 	Tasa de variación anual	2016-09	-10,73
Suiza 	Tasa de variación anual	2016-08	1,60
Suiza 	Tasa de variación anual	2016-07	6,51
Suiza 	Tasa de variación anual	2016-06	17,11
Suiza 	Tasa de variación anual	2016-05	15,06
Suiza 	Tasa de variación anual	2016-04	-1,33
Suiza 	Tasa de variación anual	2016-03	10,94
Suiza 	Tasa de variación anual	2016-02	4,06
Suiza 	Tasa de variación anual	2016-01	32,44
Suiza 	Tasa de variación anual	2015-12	14,71
Suiza 	Tasa de variación anual	2015-11	30,29
Suiza 	Tasa de variación anual	2015-10	0,61
Suiza 	Acumulado en lo que va de año	2020-09	352.380
Suiza 	Acumulado en lo que va de año	2020-08	333.999
Suiza 	Acumulado en lo que va de año	2020-07	286.421
Suiza 	Acumulado en lo que va de año	2020-06	202.561
Suiza 	Acumulado en lo que va de año	2020-05	198.951
Suiza 	Acumulado en lo que va de año	2020-04	198.951
Suiza 	Acumulado en lo que va de año	2020-03	198.951
Suiza 	Acumulado en lo que va de año	2020-02	161.290
Suiza 	Acumulado en lo que va de año	2020-01	76.210
Suiza 	Acumulado en lo que va de año	2019-12	1.811.865
Suiza 	Acumulado en lo que va de año	2019-11	1.722.897
Suiza 	Acumulado en lo que va de año	2019-10	1.631.567
Suiza 	Acumulado en lo que va de año	2019-09	1.421.520
Suiza 	Acumulado en lo que va de año	2019-08	1.221.970
Suiza 	Acumulado en lo que va de año	2019-07	1.025.654
Suiza 	Acumulado en lo que va de año	2019-06	778.276
Suiza 	Acumulado en lo que va de año	2019-05	587.558
Suiza 	Acumulado en lo que va de año	2019-04	456.460
Suiza 	Acumulado en lo que va de año	2019-03	281.003
Suiza 	Acumulado en lo que va de año	2019-02	166.945
Suiza 	Acumulado en lo que va de año	2019-01	78.000
Suiza 	Acumulado en lo que va de año	2018-12	1.883.148
Suiza 	Acumulado en lo que va de año	2018-11	1.786.733
Suiza 	Acumulado en lo que va de año	2018-10	1.680.049
Suiza 	Acumulado en lo que va de año	2018-09	1.479.937
Suiza 	Acumulado en lo que va de año	2018-08	1.268.018
Suiza 	Acumulado en lo que va de año	2018-07	1.088.707
Suiza 	Acumulado en lo que va de año	2018-06	815.125
Suiza 	Acumulado en lo que va de año	2018-05	655.862
Suiza 	Acumulado en lo que va de año	2018-04	463.957
Suiza 	Acumulado en lo que va de año	2018-03	287.057
Suiza 	Acumulado en lo que va de año	2018-02	178.111
Suiza 	Acumulado en lo que va de año	2018-01	92.196
Suiza 	Acumulado en lo que va de año	2017-12	2.059.201
Suiza 	Acumulado en lo que va de año	2017-11	1.964.403
Suiza 	Acumulado en lo que va de año	2017-10	1.859.003
Suiza 	Acumulado en lo que va de año	2017-09	1.609.456
Suiza 	Acumulado en lo que va de año	2017-08	1.405.839
Suiza 	Acumulado en lo que va de año	2017-07	1.187.056
Suiza 	Acumulado en lo que va de año	2017-06	910.542
Suiza 	Acumulado en lo que va de año	2017-05	715.295
Suiza 	Acumulado en lo que va de año	2017-04	542.086
Suiza 	Acumulado en lo que va de año	2017-03	325.944
Suiza 	Acumulado en lo que va de año	2017-02	210.324
Suiza 	Acumulado en lo que va de año	2017-01	95.671
Suiza 	Acumulado en lo que va de año	2016-12	1.703.481
Suiza 	Acumulado en lo que va de año	2016-11	1.611.760
Suiza 	Acumulado en lo que va de año	2016-10	1.512.853
Suiza 	Acumulado en lo que va de año	2016-09	1.301.295
Suiza 	Acumulado en lo que va de año	2016-08	1.131.807
Suiza 	Acumulado en lo que va de año	2016-07	967.617
Suiza 	Acumulado en lo que va de año	2016-06	730.911
Suiza 	Acumulado en lo que va de año	2016-05	561.604
Suiza 	Acumulado en lo que va de año	2016-04	408.133
Suiza 	Acumulado en lo que va de año	2016-03	254.800
Suiza 	Acumulado en lo que va de año	2016-02	153.557
Suiza 	Acumulado en lo que va de año	2016-01	78.534
Suiza 	Acumulado en lo que va de año	2015-12	""
Suiza 	Acumulado en lo que va de año	2015-11	""
Suiza 	Acumulado en lo que va de año	2015-10	""
Suiza 	Tasa de variación acumulada	2020-09	-75,21
Suiza 	Tasa de variación acumulada	2020-08	-72,67
Suiza 	Tasa de variación acumulada	2020-07	-72,07
Suiza 	Tasa de variación acumulada	2020-06	-73,97
Suiza 	Tasa de variación acumulada	2020-05	-66,14
Suiza 	Tasa de variación acumulada	2020-04	-56,41
Suiza 	Tasa de variación acumulada	2020-03	-29,20
Suiza 	Tasa de variación acumulada	2020-02	-3,39
Suiza 	Tasa de variación acumulada	2020-01	-2,29
Suiza 	Tasa de variación acumulada	2019-12	-3,79
Suiza 	Tasa de variación acumulada	2019-11	-3,57
Suiza 	Tasa de variación acumulada	2019-10	-2,89
Suiza 	Tasa de variación acumulada	2019-09	-3,95
Suiza 	Tasa de variación acumulada	2019-08	-3,63
Suiza 	Tasa de variación acumulada	2019-07	-5,79
Suiza 	Tasa de variación acumulada	2019-06	-4,52
Suiza 	Tasa de variación acumulada	2019-05	-10,41
Suiza 	Tasa de variación acumulada	2019-04	-1,62
Suiza 	Tasa de variación acumulada	2019-03	-2,11
Suiza 	Tasa de variación acumulada	2019-02	-6,27
Suiza 	Tasa de variación acumulada	2019-01	-15,40
Suiza 	Tasa de variación acumulada	2018-12	-8,55
Suiza 	Tasa de variación acumulada	2018-11	-9,04
Suiza 	Tasa de variación acumulada	2018-10	-9,63
Suiza 	Tasa de variación acumulada	2018-09	-8,05
Suiza 	Tasa de variación acumulada	2018-08	-9,80
Suiza 	Tasa de variación acumulada	2018-07	-8,29
Suiza 	Tasa de variación acumulada	2018-06	-10,48
Suiza 	Tasa de variación acumulada	2018-05	-8,31
Suiza 	Tasa de variación acumulada	2018-04	-14,41
Suiza 	Tasa de variación acumulada	2018-03	-11,93
Suiza 	Tasa de variación acumulada	2018-02	-15,32
Suiza 	Tasa de variación acumulada	2018-01	-3,63
Suiza 	Tasa de variación acumulada	2017-12	20,88
Suiza 	Tasa de variación acumulada	2017-11	21,88
Suiza 	Tasa de variación acumulada	2017-10	22,88
Suiza 	Tasa de variación acumulada	2017-09	23,68
Suiza 	Tasa de variación acumulada	2017-08	24,21
Suiza 	Tasa de variación acumulada	2017-07	22,68
Suiza 	Tasa de variación acumulada	2017-06	24,58
Suiza 	Tasa de variación acumulada	2017-05	27,37
Suiza 	Tasa de variación acumulada	2017-04	32,82
Suiza 	Tasa de variación acumulada	2017-03	27,92
Suiza 	Tasa de variación acumulada	2017-02	36,97
Suiza 	Tasa de variación acumulada	2017-01	21,82
Suiza 	Tasa de variación acumulada	2016-12	7,51
Suiza 	Tasa de variación acumulada	2016-11	7,23
Suiza 	Tasa de variación acumulada	2016-10	7,20
Suiza 	Tasa de variación acumulada	2016-09	5,82
Suiza 	Tasa de variación acumulada	2016-08	8,84
Suiza 	Tasa de variación acumulada	2016-07	10,18
Suiza 	Tasa de variación acumulada	2016-06	11,42
Suiza 	Tasa de variación acumulada	2016-05	9,81
Suiza 	Tasa de variación acumulada	2016-04	7,96
Suiza 	Tasa de variación acumulada	2016-03	14,44
Suiza 	Tasa de variación acumulada	2016-02	16,87
Suiza 	Tasa de variación acumulada	2016-01	32,44
Suiza 	Tasa de variación acumulada	2015-12	""
Suiza 	Tasa de variación acumulada	2015-11	""
Suiza 	Tasa de variación acumulada	2015-10	""
Resto de Europa	Dato base	2020-09	131.692
Resto de Europa	Dato base	2020-08	234.043
Resto de Europa	Dato base	2020-07	177.896
Resto de Europa	Dato base	2020-06	21.330
Resto de Europa	Dato base	2020-05	0
Resto de Europa	Dato base	2020-04	0
Resto de Europa	Dato base	2020-03	163.504
Resto de Europa	Dato base	2020-02	368.760
Resto de Europa	Dato base	2020-01	363.739
Resto de Europa	Dato base	2019-12	346.405
Resto de Europa	Dato base	2019-11	383.600
Resto de Europa	Dato base	2019-10	598.012
Resto de Europa	Dato base	2019-09	681.821
Resto de Europa	Dato base	2019-08	686.542
Resto de Europa	Dato base	2019-07	712.534
Resto de Europa	Dato base	2019-06	694.440
Resto de Europa	Dato base	2019-05	616.029
Resto de Europa	Dato base	2019-04	526.060
Resto de Europa	Dato base	2019-03	432.480
Resto de Europa	Dato base	2019-02	394.226
Resto de Europa	Dato base	2019-01	369.273
Resto de Europa	Dato base	2018-12	342.320
Resto de Europa	Dato base	2018-11	366.391
Resto de Europa	Dato base	2018-10	547.000
Resto de Europa	Dato base	2018-09	689.886
Resto de Europa	Dato base	2018-08	641.511
Resto de Europa	Dato base	2018-07	731.277
Resto de Europa	Dato base	2018-06	657.468
Resto de Europa	Dato base	2018-05	551.401
Resto de Europa	Dato base	2018-04	443.967
Resto de Europa	Dato base	2018-03	369.810
Resto de Europa	Dato base	2018-02	329.451
Resto de Europa	Dato base	2018-01	333.146
Resto de Europa	Dato base	2017-12	255.006
Resto de Europa	Dato base	2017-11	332.524
Resto de Europa	Dato base	2017-10	475.020
Resto de Europa	Dato base	2017-09	659.547
Resto de Europa	Dato base	2017-08	649.326
Resto de Europa	Dato base	2017-07	724.318
Resto de Europa	Dato base	2017-06	554.570
Resto de Europa	Dato base	2017-05	495.635
Resto de Europa	Dato base	2017-04	432.908
Resto de Europa	Dato base	2017-03	375.452
Resto de Europa	Dato base	2017-02	300.718
Resto de Europa	Dato base	2017-01	287.987
Resto de Europa	Dato base	2016-12	283.374
Resto de Europa	Dato base	2016-11	331.553
Resto de Europa	Dato base	2016-10	473.076
Resto de Europa	Dato base	2016-09	594.254
Resto de Europa	Dato base	2016-08	571.136
Resto de Europa	Dato base	2016-07	602.731
Resto de Europa	Dato base	2016-06	515.615
Resto de Europa	Dato base	2016-05	433.116
Resto de Europa	Dato base	2016-04	374.274
Resto de Europa	Dato base	2016-03	342.955
Resto de Europa	Dato base	2016-02	245.245
Resto de Europa	Dato base	2016-01	259.633
Resto de Europa	Dato base	2015-12	228.954
Resto de Europa	Dato base	2015-11	273.428
Resto de Europa	Dato base	2015-10	368.885
Resto de Europa	Tasa de variación anual	2020-09	-80,69
Resto de Europa	Tasa de variación anual	2020-08	-65,91
Resto de Europa	Tasa de variación anual	2020-07	-75,03
Resto de Europa	Tasa de variación anual	2020-06	-96,93
Resto de Europa	Tasa de variación anual	2020-05	-100,00
Resto de Europa	Tasa de variación anual	2020-04	-100,00
Resto de Europa	Tasa de variación anual	2020-03	-62,19
Resto de Europa	Tasa de variación anual	2020-02	-6,46
Resto de Europa	Tasa de variación anual	2020-01	-1,50
Resto de Europa	Tasa de variación anual	2019-12	1,19
Resto de Europa	Tasa de variación anual	2019-11	4,70
Resto de Europa	Tasa de variación anual	2019-10	9,33
